0,0.044818,0.12549,0,0.032,0,0,0,0,0,0,0.066184,0,0,0,0.016,0,0.141914,0.102933,0,0.086409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023955,0,0,0.002502,0.006007,0.017487,1
0.046256,0.019608,0.098039,0,0.014,0.047619,0.028886,0.006301,0,0.051705,0.08046,0.081696,0.117117,0.021,0.031746,0.007,0.009804,0.030803,0.185067,0,0.143114,0,0.078899,0.0344,0,0,0,0,0,0,0,0,0,0,0,0,0.01016,0,0,0,0,0,0,0,0,0,0,0,0,0.013536,0,0.011454,0.029985,0.002421,0.003735,0.010012,0.064836,1
0.013216,0,0.139216,0,0.123,0.032313,0.026135,0.010801,0.121673,0.013751,0.145594,0.046536,0.021622,0,0.396825,0.003,0.008403,0.113311,0.072533,0.017602,0.045905,0,0.212844,0.0048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012605,0,0,0.033613,0,0.002801,0.002721,0,0,0.002281,0.014664,0,0.008498,0.030651,0.000504,0.008008,0.048458,0.142551,1
0,0,0,0,0.063,0,0.042641,0.056706,0.058935,0.034653,0.118774,0.032058,0.055856,0,0,0.0155,0,0,0.1696,0,0.027903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014048,0,0.004218,0,0,0.002303,0.003905,0.011995,1
0,0,0,0,0.063,0,0.042641,0.056706,0.058935,0.034653,0.118774,0.032058,0.055856,0,0,0.0155,0,0,0.1696,0,0.027903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013843,0,0.004157,0,0,0.002303,0.003905,0.011995,1
0,0,0,0,0.185,0,0,0.166517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022867,0,0,0,0,0.001816,0.001402,0.003346,1
0,0,0,0,0.192,0,0,0,0,0.035204,0.367816,0.132368,0,0,0,0.048,0,0.035204,0.205333,0,0.057606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005537,0,0.00505,0.008996,0,0.000609,0.0003,0.007008,1
0,0,0,0,0.188,0,0,0.169217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021124,0,0,0,0,0.001316,0.001001,0.00303,1
0.03304,0,0.090196,0,0.061,0,0.041265,0,0.174905,0.041804,0.291188,0.09514,0,0,0,0,0,0.016502,0.0656,0.194169,0.180018,0,0,0.012,0,0,0,0,0,0,0,0,0.008251,0,0,0,0,0,0,0,0,0,0.084034,0,0,0,0,0,0,0.027789,0,0.005573,0.033816,0.001109,0.007938,0.044453,0.079293,1
0.013216,0.008403,0.15098,0,0.019,0.054422,0.05227,0,0.011407,0,0,0.066184,0.045045,0,0.027211,0,0,0.013201,0.089067,0.0033,0.063906,0,0.034862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.009122,0.003076,0,0.007513,0.013493,0,0.000662,0.004205,0.047222,1
0,0,0,0,0,0,0.13205,0,0,0.105611,0.367816,0,0,0,0,0,0,0.105611,0.2048,0,0.086409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201681,0,0,0,0,0,0,0,0,0,0,0,0.014225,0,0,0.000283,0.000501,0.001263,1
0,0,0.04902,0,0.038,0.042517,0.034388,0,0,0,0.045977,0.01241,0.021622,0,0,0,0,0,0.061867,0,0.069307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005017,0.004512,0,0.020414,0,0,0.000221,0.001001,0.011553,1
0,0.048319,0.066667,0,0.034,0,0,0,0,0,0,0.071355,0,0,0,0.017,0,0.152915,0.111467,0,0.093609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005742,0,0.024201,0,0,0.002477,0.006007,0.016414,1
